,KG_Mc_Input
1361,22.387887239456177
1362,21.084428310394287
1363,21.240456104278564
1364,19.23380470275879
1365,22.044317960739136
1366,22.283489227294922
1367,18.697083711624146
1368,19.702443599700928
1369,17.93921184539795
1370,17.661787748336792
1371,19.837749481201172
1372,18.595698833465576
1373,18.994627952575684
1374,18.44472599029541
1375,19.939167022705078
1376,21.439006328582764
1377,22.632151126861572
1378,42.360992431640625
1379,40.464438915252686
1380,35.18163299560547
1381,28.597947359085083
1382,24.95803189277649
1383,23.676321268081665
1384,18.907410860061646
1385,29.703319549560547
1386,39.924856185913086
1387,42.6805784702301
1388,33.071810722351074
1389,30.603936672210693
1390,26.56996989250183
1391,23.467353105545044
1392,30.282264232635498
1393,38.290762424468994
1394,42.04369139671326
1395,38.98689341545105
1396,36.546168088912964
1397,34.282979249954224
1398,32.53241491317749
1399,31.322789907455444
1400,18.440515518188477
1401,22.209813356399536
1402,21.951984882354736
1403,22.03707456588745
1404,24.277793645858765
1405,24.84637141227722
1406,20.108956336975098
1407,21.521474599838257
1408,23.962098598480225
1409,20.442010164260864
1410,22.21119976043701
1411,24.447404623031616
1412,21.5249662399292
1413,20.345226764678955
1414,21.002609968185425
1415,24.214818239212036
1416,23.893573760986328
1417,29.796650171279907
1418,42.278775215148926
1419,43.37485718727112
1420,36.14964032173157
1421,30.266911029815674
1422,26.89304518699646
1423,26.834251880645752
1424,21.997769594192505
1425,25.716991662979126
1426,43.19319558143616
1427,43.24768352508545
1428,36.49974799156189
1429,29.789284467697144
1430,26.452324151992798
1431,23.66947889328003
1432,29.956329345703125
1433,35.77002763748169
1434,41.67244267463684
1435,40.54504132270813
1436,37.01444673538208
1437,34.29656529426575
1438,32.43914008140564
1439,32.42374634742737
1440,23.20124316215515
1441,23.34163522720337
1442,20.85525417327881
1443,20.88801074028015
1444,22.271294116973877
1445,24.96202850341797
1446,20.456223726272583
1447,20.42970371246338
1448,22.862263679504395
1449,21.57972025871277
1450,22.616904258728027
1451,21.703620195388794
1452,22.10865831375122
1453,20.564384937286377
1454,21.14508581161499
1455,23.20540165901184
1456,19.555319786071777
1457,28.723155736923218
1458,38.49445414543152
1459,49.69685959815979
1460,38.303555727005005
1461,31.99117422103882
1462,26.51131582260132
1463,25.341366291046143
1464,22.148106813430786
1465,26.02088475227356
1466,39.84953331947327
1467,50.80058026313782
1468,40.37468600273132
1469,32.389899253845215
1470,28.631309509277344
1471,27.371245622634888
1472,33.17111563682556
1473,39.85348033905029
1474,45.45528793334961
1475,44.26425385475159
1476,41.64858293533325
1477,37.70273208618164
1478,34.93501019477844
1479,34.5329749584198
1480,24.16132688522339
1481,22.211727619171143
1482,20.898267030715942
1483,20.090758562088013
1484,19.55604076385498
1485,21.340293169021606
1486,22.289928674697876
1487,19.889366149902344
1488,20.513601064682007
1489,17.019023180007935
1490,17.321662664413452
1491,18.87976384162903
1492,20.43099045753479
1493,18.109055042266846
1494,18.887964487075806
1495,16.03086495399475
1496,20.536720275878906
1497,29.967320442199707
1498,35.23136520385742
1499,41.81089925765991
1500,34.5796115398407
1501,27.412089109420776
1502,23.199543952941895
1503,23.226545095443726
1504,21.79843759536743
1505,24.542044162750244
1506,29.260597229003906
1507,38.656434297561646
1508,36.22707748413086
1509,31.491649866104126
1510,25.50732421875
1511,23.26953673362732
1512,27.881484031677246
1513,40.5976345539093
1514,42.68169593811035
1515,41.673912048339844
1516,37.64744448661804
1517,32.39079475402832
1518,32.319350719451904
1519,31.554866552352905
1520,20.30181050300598
1521,24.08438992500305
1522,22.64903974533081
1523,18.072821855545044
1524,19.720783472061157
1525,18.813361406326294
1526,20.825927257537842
1527,19.92008399963379
1528,21.899035453796387
1529,23.21123504638672
1530,20.32931160926819
1531,19.47623085975647
1532,21.372211694717407
1533,22.521230220794678
1534,19.771347045898438
1535,23.681473970413208
1536,23.552359342575073
1537,26.468648195266724
1538,37.489763259887695
1539,39.58318829536438
1540,47.13706159591675
1541,37.670512676239014
1542,29.4518141746521
1543,27.06088376045227
1544,22.43973183631897
1545,21.297378063201904
1546,40.971596479415894
1547,41.34265875816345
1548,35.8355016708374
1549,28.95353102684021
1550,26.562162399291992
1551,24.2576687335968
1552,30.312517166137695
1553,36.425177335739136
1554,43.40696835517883
1555,44.1101496219635
1556,43.98469591140747
1557,38.26720404624939
1558,37.51180553436279
1559,35.259872913360596
1560,22.616177558898926
1561,26.28166651725769
1562,25.019516944885254
1563,25.449742555618286
1564,20.636088609695435
1565,20.13365936279297
1566,19.897199630737305
1567,25.68221402168274
1568,25.912553310394287
1569,22.770023822784424
1570,20.846738815307617
1571,20.57208013534546
1572,21.050893545150757
1573,19.941330194473267
1574,22.941954851150513
1575,24.138001680374146
1576,22.722262382507324
1577,25.84784245491028
1578,44.05030655860901
1579,49.848897218704224
1580,39.69299364089966
1581,32.39384627342224
1582,28.28591752052307
1583,25.487080574035645
1584,23.755817413330078
1585,24.182498455047607
1586,42.9058735370636
1587,42.08157444000244
1588,38.89089322090149
1589,29.843693733215332
1590,27.45469307899475
1591,24.515848875045776
1592,32.19380855560303
1593,40.68271780014038
1594,46.70680785179138
1595,40.93607020378113
1596,40.105477809906006
1597,36.77795338630676
1598,35.04276490211487
1599,32.002612352371216
1600,25.1240713596344
1601,39.63750219345093
1602,16.107880115509033
1603,23.81976580619812
1604,25.06984281539917
1605,22.161995887756348
1606,22.394777297973633
1607,21.197341680526733
1608,24.080705165863037
1609,23.000883102416992
1610,23.719498872756958
1611,22.777709245681763
1612,23.56647753715515
1613,20.739547967910767
1614,21.1660578250885
1615,20.884612321853638
1616,23.594692945480347
1617,28.17135214805603
1618,41.23222041130066
1619,42.62722182273865
1620,35.62242650985718
1621,28.412172555923462
1622,24.681402444839478
1623,22.298165321350098
1624,23.490946531295776
1625,26.48916268348694
1626,40.38807487487793
1627,41.459656715393066
1628,402.41106820106506
1629,942.1829557418823
1630,1116.2381856441498
1631,1378.912008523941
1632,1530.289535522461
1633,1415.5964658260345
1634,1010.3135197162628
1635,901.6103827953339
1636,911.727706193924
